transcripts	A	T/U	C	G	GC	total	GC%
YBR022W_mRNA	184	147	92	111	203	534	0.3801498127340824
YOL095C_mRNA	742	610	386	383	769	2121	0.3625648279113626
YIL102C_mRNA	102	78	56	70	126	306	0.4117647058823529
YMR055C_mRNA	255	264	228	174	402	921	0.4364820846905538
YKR031C_mRNA	1783	1386	861	1022	1883	5052	0.3727236737925574
YGL068W_mRNA	183	151	115	136	251	585	0.42905982905982903
YCR073C_mRNA	1327	1100	699	870	1569	3996	0.39264264264264265
YDR029W_mRNA	81	127	62	45	107	315	0.3396825396825397
YLR271W_mRNA	339	188	118	180	298	825	0.3612121212121212
YIR023C-A_mRNA	57	137	52	78	130	324	0.4012345679012346
YKL033W_mRNA	1044	957	505	611	1116	3117	0.35803657362848895
YJL005W_mRNA	2043	1680	1179	1179	2358	6081	0.38776517020226936
YJR104C_mRNA	116	116	110	123	233	465	0.5010752688172043
YOR376W-A_mRNA	45	53	27	31	58	156	0.3717948717948718
YJR119C_mRNA	727	667	392	401	793	2187	0.36259716506630085
YBR136W_mRNA	2398	2124	1255	1330	2585	7107	0.36372590403827215
YKR030W_mRNA	242	295	143	142	285	822	0.3467153284671533
YAL059C-A_mRNA	102	158	93	70	163	423	0.38534278959810875
YGL091C_mRNA	299	266	179	243	422	987	0.4275582573454914
YBR002C_mRNA	270	228	142	221	363	861	0.42160278745644597
YAR047C_mRNA	93	126	54	48	102	321	0.3177570093457944
YKL153W_mRNA	143	141	112	114	226	510	0.44313725490196076
YBR231C_mRNA	292	173	181	266	447	912	0.4901315789473684
YNL196C_mRNA	365	190	169	173	342	897	0.38127090301003347
YKL148C_mRNA	531	512	417	463	880	1923	0.4576183047321893
YGL197W_mRNA	1468	1205	927	864	1791	4464	0.4012096774193548
YNR019W_mRNA	569	573	378	409	787	1929	0.407983411093831
YGR090W_mRNA	1250	1122	705	637	1342	3714	0.3613354873451804
YNL138W_mRNA	506	426	332	317	649	1581	0.41049968374446555
YHR214C-D_mRNA	70	110	53	61	114	294	0.3877551020408163
YOL113W_mRNA	705	504	352	407	759	1968	0.3856707317073171
YJR044C_mRNA	115	152	86	70	156	423	0.36879432624113473
YDR442W_mRNA	112	107	76	98	174	393	0.44274809160305345
YDR309C_mRNA	375	299	286	192	478	1152	0.4149305555555556
YGL113W_mRNA	754	496	390	367	757	2007	0.37717987045341306
YGR203W_mRNA	100	104	105	138	243	447	0.5436241610738255
YDR251W_mRNA	875	682	474	462	936	2493	0.37545126353790614
YLR408C_mRNA	137	98	66	68	134	369	0.36314363143631434
YML012C-A_mRNA	87	120	81	90	171	378	0.4523809523809524
YER034W_mRNA	199	100	130	129	259	558	0.46415770609318996
YOR116C_mRNA	1357	1305	759	962	1721	4383	0.39265343372119554
YOR157C_mRNA	236	208	154	188	342	786	0.4351145038167939
YLL004W_mRNA	639	556	324	332	656	1851	0.35440302539168017
YFR056C_mRNA	108	131	63	67	130	369	0.3523035230352303
YNR003C_mRNA	332	240	170	212	382	954	0.40041928721174
YOL090W_mRNA	984	851	466	594	1060	2895	0.36614853195164077
YOR121C_mRNA	92	102	62	50	112	306	0.3660130718954248
YIL105C_mRNA	740	542	417	362	779	2061	0.3779718583212033
YOR180C_mRNA	264	243	150	159	309	816	0.3786764705882353
YDR443C_mRNA	1460	1148	860	795	1655	4263	0.38822425521932913
YML037C_mRNA	371	239	190	223	413	1023	0.40371456500488756
YLL027W_mRNA	246	164	165	178	343	753	0.4555112881806109
YOR030W_mRNA	650	547	349	314	663	1860	0.3564516129032258
YDR337W_mRNA	308	219	136	198	334	861	0.3879210220673635
YFR049W_mRNA	112	99	75	86	161	372	0.4327956989247312
YHR017W_mRNA	363	352	215	228	443	1158	0.38255613126079446
YPL140C_mRNA	522	389	299	311	610	1521	0.40105193951347795
YCR059C_mRNA	189	176	210	202	412	777	0.5302445302445302
YDL013W_mRNA	627	437	347	449	796	1860	0.42795698924731185
YNL303W_mRNA	123	125	54	46	100	348	0.28735632183908044
YPR133W-A_mRNA	50	37	29	37	66	153	0.43137254901960786
YMR134W_mRNA	248	214	99	153	252	714	0.35294117647058826
YAL017W_mRNA	1336	1152	764	819	1583	4071	0.3888479489069025
YER059W_mRNA	448	322	245	248	493	1263	0.3903404592240697
YIL043C_mRNA	230	234	183	208	391	855	0.45730994152046783
YBR209W_mRNA	97	87	63	71	134	318	0.42138364779874216
YHR049C-A_mRNA	85	92	57	63	120	297	0.40404040404040403
YOR374W_mRNA	431	436	322	371	693	1560	0.4442307692307692
YDR043C_mRNA	269	170	132	125	257	696	0.3692528735632184
YNL095C_mRNA	573	571	394	391	785	1929	0.4069466044582685
YKL206C_mRNA	248	226	150	180	330	804	0.41044776119402987
YKL190W_mRNA	164	148	78	138	216	528	0.4090909090909091
YBR113W_mRNA	121	160	81	121	202	483	0.41821946169772256
YOR006C_mRNA	324	228	143	247	390	942	0.4140127388535032
YCL028W_mRNA	379	286	290	263	553	1218	0.4540229885057471
YDR137W_mRNA	717	550	339	386	725	1992	0.36395582329317266
YMR194W_mRNA	104	72	59	68	127	303	0.41914191419141916
YLR125W_mRNA	145	99	61	106	167	411	0.40632603406326034
YOR185C_mRNA	208	188	129	138	267	663	0.40271493212669685
YBR126W-B_mRNA	32	37	33	42	75	144	0.5208333333333334
YPR042C_mRNA	1073	934	663	558	1221	3228	0.37825278810408924
YLR002C_mRNA	708	532	358	394	752	1992	0.37751004016064255
YKL095W_mRNA	335	166	151	185	336	837	0.4014336917562724
YOL100W_mRNA	1213	819	651	563	1214	3246	0.37399876771410967
YJR004C_mRNA	570	608	439	336	775	1953	0.3968253968253968
YMR247W-A_mRNA	42	39	31	32	63	144	0.4375
YDR208W_mRNA	793	647	476	424	900	2340	0.38461538461538464
YIR021W-A_mRNA	73	59	44	37	81	213	0.38028169014084506
YNL171C_mRNA	113	130	76	50	126	369	0.34146341463414637
YJR050W_mRNA	278	152	112	166	278	708	0.3926553672316384
YDR425W_mRNA	668	527	404	279	683	1878	0.36368477103301383
YCL041C_mRNA	109	182	115	89	204	495	0.4121212121212121
YER061C_mRNA	427	347	279	276	555	1329	0.417607223476298
YMR228W_mRNA	342	312	169	203	372	1026	0.36257309941520466
YER156C_mRNA	299	262	207	249	456	1017	0.44837758112094395
YHL006W-A_mRNA	76	118	67	93	160	354	0.4519774011299435
YNL004W_mRNA	452	341	218	354	572	1365	0.41904761904761906
YNL075W_mRNA	306	225	144	198	342	873	0.3917525773195876
YKR017C_mRNA	563	479	270	344	614	1656	0.37077294685990336
YIL156W_mRNA	1048	868	672	628	1300	3216	0.40422885572139305
YDR325W_mRNA	1068	901	496	643	1139	3108	0.3664736164736165
YPR138C_mRNA	372	470	267	361	628	1470	0.4272108843537415
YKL179C_mRNA	809	479	328	424	752	2040	0.3686274509803922
YNL013C_mRNA	103	138	95	42	137	378	0.36243386243386244
YPL081W_mRNA	184	155	112	143	255	594	0.4292929292929293
YMR085W_mRNA	419	365	233	282	515	1299	0.3964588144726713
YDL160C-A_mRNA	82	67	37	57	94	243	0.3868312757201646
YMR201C_mRNA	417	249	189	261	450	1116	0.4032258064516129
YLR189C_mRNA	1202	1003	605	787	1392	3597	0.3869891576313595
YCL067C_mRNA	261	150	106	116	222	633	0.35071090047393366
YDR040C_mRNA	934	985	615	742	1357	3276	0.41422466422466425
YOL121C_mRNA	131	117	83	104	187	435	0.4298850574712644
YBR281C_mRNA	862	792	459	524	983	2637	0.372772089495639
YDL041W_mRNA	67	130	74	83	157	354	0.4435028248587571
YMR077C_mRNA	277	154	96	139	235	666	0.35285285285285284
YFL042C_mRNA	650	519	406	450	856	2025	0.42271604938271606
YMR324C_mRNA	55	89	42	57	99	243	0.4074074074074074
YDR355C_mRNA	64	112	63	64	127	303	0.41914191419141916
YER066W_mRNA	163	175	91	129	220	558	0.3942652329749104
YLR369W_mRNA	695	530	333	416	749	1974	0.37943262411347517
YNR071C_mRNA	303	296	201	229	430	1029	0.41788143828960156
YMR079W_mRNA	290	268	169	188	357	915	0.3901639344262295
YLR237W_mRNA	430	598	389	380	769	1797	0.4279354479688369
YIL035C_mRNA	398	330	171	220	391	1119	0.3494191242180518
YGR283C_mRNA	364	267	210	185	395	1026	0.38499025341130605
YNL054W_mRNA	1252	870	747	629	1376	3498	0.3933676386506575
YDR515W_mRNA	553	327	246	218	464	1344	0.34523809523809523
YPL091W_mRNA	456	412	245	339	584	1452	0.4022038567493113
YKL131W_mRNA	149	172	110	91	201	522	0.3850574712643678
YMR319C_mRNA	487	505	274	393	667	1659	0.40204942736588306
YDR471W_mRNA	131	104	83	93	176	411	0.4282238442822384
YPR139C_mRNA	307	242	169	185	354	903	0.3920265780730897
YNL033W_mRNA	245	225	194	191	385	855	0.4502923976608187
YDR063W_mRNA	164	111	78	97	175	450	0.3888888888888889
YEL030W_mRNA	623	518	379	415	794	1935	0.4103359173126615
YDL240C-A_mRNA	40	49	28	21	49	138	0.35507246376811596
YDL117W_mRNA	913	718	498	529	1027	2658	0.3863807373965388
YCL032W_mRNA	347	239	214	241	455	1041	0.43707973102785785
YPL198W_mRNA	242	191	154	148	302	735	0.4108843537414966
YPL105C_mRNA	876	630	528	516	1044	2550	0.40941176470588236
YOR311C_mRNA	256	277	162	178	340	873	0.38946162657502864
YHR122W_mRNA	223	185	121	167	288	696	0.41379310344827586
YDR101C_mRNA	558	529	337	358	695	1782	0.3900112233445567
YLR023C_mRNA	460	532	318	322	640	1632	0.39215686274509803
YOL111C_mRNA	203	144	167	125	292	639	0.4569640062597809
YNL201C_mRNA	905	738	433	501	934	2577	0.36243694218083045
YIL146C_mRNA	511	451	325	303	628	1590	0.3949685534591195
YMR209C_mRNA	439	400	248	287	535	1374	0.3893740902474527
YLR342W_mRNA	1574	1854	1058	1145	2203	5631	0.3912271354999112
YBR062C_mRNA	186	140	99	118	217	543	0.3996316758747698
YDL172C_mRNA	107	175	115	83	198	480	0.4125
YCR057C_mRNA	845	781	527	619	1146	2772	0.4134199134199134
YFR029W_mRNA	665	468	520	384	904	2037	0.44378988708885614
YNL330C_mRNA	384	385	210	323	533	1302	0.4093701996927803
YBR142W_mRNA	848	613	407	454	861	2322	0.3708010335917313
YBR126C_mRNA	421	394	302	371	673	1488	0.4522849462365591
YHR210C_mRNA	315	280	211	220	431	1026	0.42007797270955166
YLR381W_mRNA	676	677	450	399	849	2202	0.385558583106267
YGL192W_mRNA	600	489	339	375	714	1803	0.39600665557404324
YJL104W_mRNA	167	100	72	111	183	450	0.4066666666666667
YNL100W_mRNA	233	195	124	153	277	705	0.39290780141843973
YJL047C-A_mRNA	48	37	20	30	50	135	0.37037037037037035
YPL170W_mRNA	135	118	92	114	206	459	0.44880174291938996
YHR001W-A_mRNA	69	74	44	47	91	234	0.3888888888888889
YIR040C_mRNA	86	115	63	69	132	333	0.3963963963963964
YPR175W_mRNA	689	568	411	402	813	2070	0.3927536231884058
YDR016C_mRNA	98	76	47	64	111	285	0.3894736842105263
YGR270W_mRNA	1505	1047	722	866	1588	4140	0.38357487922705313
YDR285W_mRNA	1120	598	417	493	910	2628	0.3462709284627093
YBL024W_mRNA	693	567	361	434	795	2055	0.38686131386861317
YDL040C_mRNA	887	697	466	515	981	2565	0.3824561403508772
YER143W_mRNA	421	322	275	269	544	1287	0.4226884226884227
YOR282W_mRNA	71	125	71	54	125	321	0.3894080996884735
YBR226C_mRNA	138	132	63	78	141	411	0.34306569343065696
YCR032W_mRNA	2221	2003	1083	1197	2280	6504	0.3505535055350554
YCR053W_mRNA	488	433	340	284	624	1545	0.40388349514563104
YBR163W_mRNA	607	516	325	310	635	1758	0.36120591581342437
YPR164W_mRNA	1442	1262	760	760	1520	4224	0.35984848484848486
YBR082C_mRNA	134	119	120	74	194	447	0.43400447427293065
YPL187W_mRNA	155	122	108	113	221	498	0.44377510040160645
YIL133C_mRNA	172	182	111	135	246	600	0.41
YKL139W_mRNA	600	413	278	296	574	1587	0.3616887208569628
YFL024C_mRNA	922	626	460	491	951	2499	0.38055222088835533
YDR291W_mRNA	1080	928	550	676	1226	3234	0.37909709338280767
YBR057C_mRNA	420	258	210	213	423	1101	0.38419618528610355
YPR168W_mRNA	164	117	92	101	193	474	0.40717299578059074
YBR052C_mRNA	190	163	116	164	280	633	0.4423380726698262
YFL017W-A_mRNA	76	61	44	53	97	234	0.41452991452991456
YJR077C_mRNA	196	290	226	224	450	936	0.4807692307692308
YGR156W_mRNA	451	311	301	215	516	1278	0.40375586854460094
YJR097W_mRNA	176	156	79	108	187	519	0.3603082851637765
YML046W_mRNA	669	576	304	341	645	1890	0.3412698412698413
YDR371C-A_mRNA	28	41	18	18	36	105	0.34285714285714286
YPL255W_mRNA	410	282	211	255	466	1158	0.40241796200345425
YPL035C_mRNA	91	142	60	55	115	348	0.33045977011494254
YLR282C_mRNA	91	116	76	59	135	342	0.39473684210526316
YMR308C_mRNA	1017	992	612	649	1261	3270	0.3856269113149847
YOR299W_mRNA	705	615	440	481	921	2241	0.4109772423025435
YPR094W_mRNA	106	93	50	75	125	324	0.38580246913580246
YPR060C_mRNA	270	222	126	153	279	771	0.36186770428015563
YBR214W_mRNA	465	397	418	304	722	1584	0.45580808080808083
YML131W_mRNA	325	341	185	247	432	1098	0.39344262295081966
YNL247W_mRNA	777	636	432	459	891	2304	0.38671875
YLR296W_mRNA	103	96	67	61	128	327	0.39143730886850153
YOL116W_mRNA	402	281	231	235	466	1149	0.40557006092254133
YKR097W_mRNA	493	473	357	327	684	1650	0.41454545454545455
YIR024C_mRNA	253	163	82	153	235	651	0.36098310291858676
YKL157W_mRNA	908	827	548	576	1124	2859	0.3931444561035327
YIL160C_mRNA	370	312	256	316	572	1254	0.45614035087719296
YGR005C_mRNA	449	282	177	295	472	1203	0.3923524522028263
YHR060W_mRNA	216	122	91	117	208	546	0.38095238095238093
YDR537C_mRNA	176	178	123	129	252	606	0.4158415841584158
YLR001C_mRNA	867	767	509	446	955	2589	0.36886828891463885
YIL056W_mRNA	615	523	449	336	785	1923	0.4082163286531461
YLR184W_mRNA	118	92	71	67	138	348	0.39655172413793105
YOR133W_mRNA	696	708	543	582	1125	2529	0.44483985765124556
YGL162W_mRNA	273	245	210	172	382	900	0.42444444444444446
YER152C_mRNA	351	312	335	334	669	1332	0.5022522522522522
YNL038W_mRNA	243	212	101	134	235	690	0.34057971014492755
YNL005C_mRNA	385	306	176	249	425	1116	0.38082437275985664
YHR052W_mRNA	430	304	186	211	397	1131	0.3510167992926614
YOL006C_mRNA	881	541	388	500	888	2310	0.38441558441558443
YJR060W_mRNA	397	185	215	259	474	1056	0.44886363636363635
YBR295W_mRNA	1052	1083	673	843	1516	3651	0.41522870446453025
YPL107W_mRNA	267	167	126	187	313	747	0.4190093708165997
YGR059W_mRNA	590	400	240	309	549	1539	0.3567251461988304
YNL313C_mRNA	863	774	493	585	1078	2715	0.3970534069981584
YPR160W_mRNA	839	779	494	597	1091	2709	0.40273163528977485
YPR008W_mRNA	745	519	438	383	821	2085	0.3937649880095923
YDL098C_mRNA	212	154	94	125	219	585	0.37435897435897436
YOL108C_mRNA	175	95	67	119	186	456	0.40789473684210525
YHR140W_mRNA	217	240	137	126	263	720	0.36527777777777776
YLR025W_mRNA	280	153	112	178	290	723	0.40110650069156295
YHR173C_mRNA	115	92	62	70	132	339	0.3893805309734513
YER039C-A_mRNA	57	68	43	51	94	219	0.4292237442922374
YNL327W_mRNA	935	914	778	499	1277	3126	0.40850927703135
YGR102C_mRNA	201	124	100	127	227	552	0.411231884057971
YGL154C_mRNA	249	252	142	176	318	819	0.3882783882783883
YOR057W_mRNA	419	326	215	228	443	1188	0.3728956228956229
YLR191W_mRNA	382	306	203	270	473	1161	0.4074074074074074
YDL086W_mRNA	212	225	186	199	385	822	0.4683698296836983
YOL086C_mRNA	248	295	238	266	504	1047	0.4813753581661891
YPL189W_mRNA	528	611	322	369	691	1830	0.37759562841530053
YGR226C_mRNA	57	71	47	35	82	210	0.3904761904761905
YOR038C_mRNA	891	739	483	515	998	2628	0.3797564687975647
YDR388W_mRNA	440	348	321	340	661	1449	0.4561766735679779
YGR141W_mRNA	435	379	241	349	590	1404	0.4202279202279202
YOL013W-A_mRNA	44	60	38	50	88	192	0.4583333333333333
YCR039C_mRNA	261	150	106	116	222	633	0.35071090047393366
YGL094C_mRNA	1123	969	620	636	1256	3348	0.3751493428912784
YAL018C_mRNA	269	339	186	184	370	978	0.3783231083844581
YGR296C-A_mRNA	105	182	109	180	289	576	0.5017361111111112
YJR046W_mRNA	531	485	372	427	799	1815	0.4402203856749311
Q0080_mRNA	47	72	18	10	28	147	0.19047619047619047
Q0017_mRNA	52	63	31	16	47	162	0.29012345679012347
YAL056C-A_mRNA	101	105	75	70	145	351	0.4131054131054131
YOR028C_mRNA	312	225	191	160	351	888	0.3952702702702703
YNL112W_mRNA	493	447	308	393	701	1641	0.42717854966483854
YFL012W-A_mRNA	96	145	66	68	134	375	0.35733333333333334
YLR342W-A_mRNA	50	70	22	32	54	174	0.3103448275862069
YAL034W-A_mRNA	317	218	128	207	335	870	0.3850574712643678
YER137W-A_mRNA	85	114	68	39	107	306	0.34967320261437906
YLR291C_mRNA	361	343	215	227	442	1146	0.3856893542757417
YER149C_mRNA	451	305	258	249	507	1263	0.4014251781472684
YKL144C_mRNA	215	177	111	136	247	639	0.3865414710485133
YPL162C_mRNA	236	261	157	168	325	822	0.3953771289537713
YMR121C_mRNA	214	129	126	146	272	615	0.44227642276422763
YDR507C_mRNA	1263	866	594	706	1300	3429	0.379119276757072
YLR257W_mRNA	342	219	181	224	405	966	0.4192546583850932
YER019C-A_mRNA	77	72	62	56	118	267	0.4419475655430712
YLR450W_mRNA	915	989	618	616	1234	3138	0.3932441045251753
YEL033W_mRNA	129	139	79	73	152	420	0.3619047619047619
YDR248C_mRNA	207	154	91	130	221	582	0.3797250859106529
YLR117C_mRNA	746	547	315	456	771	2064	0.373546511627907
YEL075W-A_mRNA	158	183	145	126	271	612	0.44281045751633985
YPL231W_mRNA	1665	1605	1114	1280	2394	5664	0.4226694915254237
YGL258W_mRNA	157	202	142	120	262	621	0.4219001610305958
YDR523C_mRNA	506	412	256	299	555	1473	0.37678207739307534
YNL244C_mRNA	115	85	55	72	127	327	0.38837920489296635
YAR042W_mRNA	1191	806	829	741	1570	3567	0.44014578076815253
YLR275W_mRNA	128	90	46	69	115	333	0.34534534534534533
YPL199C_mRNA	268	170	128	157	285	723	0.3941908713692946
YER144C_mRNA	752	702	507	457	964	2418	0.3986765922249793
YPR099C_mRNA	95	119	96	47	143	357	0.4005602240896359
YGR295C_mRNA	336	366	209	235	444	1146	0.387434554973822
YBR206W_mRNA	101	88	82	53	135	324	0.4166666666666667
YNR046W_mRNA	116	97	117	78	195	408	0.47794117647058826
YGL008C_mRNA	686	902	531	638	1169	2757	0.4240116068190062
YDR510C-A_mRNA	27	50	7	33	40	117	0.3418803418803419
YCL005W_mRNA	209	230	169	163	332	771	0.43060959792477305
YBR287W_mRNA	333	438	251	262	513	1284	0.39953271028037385
YML111W_mRNA	989	758	516	500	1016	2763	0.3677162504524068
YDL166C_mRNA	191	147	99	157	256	594	0.43097643097643096
YDR545C-A_mRNA	110	151	141	78	219	480	0.45625
YFR044C_mRNA	392	434	295	325	620	1446	0.4287690179806362
YNL143C_mRNA	133	113	72	75	147	393	0.37404580152671757
YOR136W_mRNA	330	328	237	215	452	1110	0.4072072072072072
YGR105W_mRNA	62	77	41	54	95	234	0.405982905982906
YBR114W_mRNA	809	613	427	524	951	2373	0.40075853350189633
YNL221C_mRNA	897	680	490	561	1051	2628	0.399923896499239
YPL271W_mRNA	60	53	42	34	76	189	0.4021164021164021
YLR372W_mRNA	256	389	202	191	393	1038	0.3786127167630058
YIL062C_mRNA	142	114	99	110	209	465	0.44946236559139785
YMR170C_mRNA	448	438	306	329	635	1521	0.4174884944115713
YEL048C_mRNA	148	154	63	94	157	459	0.3420479302832244
YGR248W_mRNA	237	194	154	183	337	768	0.4388020833333333
YBR280C_mRNA	596	521	357	440	797	1914	0.416405433646813
YMR316C-B_mRNA	80	94	52	83	135	309	0.4368932038834951
YAL060W_mRNA	313	319	226	291	517	1149	0.44995648389904264
YBR138C_mRNA	609	408	283	275	558	1575	0.35428571428571426
YHL021C_mRNA	439	394	301	264	565	1398	0.4041487839771102
YOR305W_mRNA	261	204	124	140	264	729	0.36213991769547327
YNR050C_mRNA	406	377	266	292	558	1341	0.4161073825503356
YJL172W_mRNA	508	508	369	346	715	1731	0.41305603697284804
YLL024C_mRNA	564	519	406	431	837	1920	0.4359375
YIR002C_mRNA	1091	790	471	630	1101	2982	0.369215291750503
YKL162C_mRNA	426	344	229	210	439	1209	0.3631100082712986
YML098W_mRNA	179	107	85	133	218	504	0.43253968253968256
YPR115W_mRNA	1090	845	658	659	1317	3252	0.40498154981549817
YJL027C_mRNA	87	110	108	112	220	417	0.5275779376498801
YMR224C_mRNA	706	562	375	436	811	2079	0.3900913900913901
YOR171C_mRNA	629	524	348	374	722	1875	0.38506666666666667
YPL263C_mRNA	694	481	354	427	781	1956	0.3992842535787321
YPL055C_mRNA	351	186	241	221	462	999	0.4624624624624625
YKL100W-A_mRNA	32	20	22	16	38	90	0.4222222222222222
YPR082C_mRNA	133	135	63	101	164	432	0.37962962962962965
YGL190C_mRNA	585	434	253	309	562	1581	0.35547122074636306
YBR154C_mRNA	234	172	108	134	242	648	0.3734567901234568
YKL191W_mRNA	450	421	352	382	734	1605	0.4573208722741433
YNR034W_mRNA	297	251	180	238	418	966	0.432712215320911
YER159C_mRNA	166	76	84	103	187	429	0.4358974358974359
YMR152W_mRNA	350	326	208	214	422	1098	0.3843351548269581
YGL001C_mRNA	312	322	182	234	416	1050	0.3961904761904762
YPL208W_mRNA	560	516	326	350	676	1752	0.3858447488584475
YMR198W_mRNA	689	420	297	379	676	1785	0.3787114845938375
YER072W_mRNA	101	126	69	94	163	390	0.41794871794871796
YMR075W_mRNA	794	557	376	328	704	2055	0.34257907542579075
YPL090C_mRNA	229	176	127	179	306	711	0.43037974683544306
YDR018C_mRNA	370	372	214	235	449	1191	0.37699412258606213
YAR033W_mRNA	207	208	143	147	290	705	0.41134751773049644
YKL128C_mRNA	270	230	181	207	388	888	0.4369369369369369
YHL040C_mRNA	471	640	376	397	773	1884	0.41029723991507433
YJL208C_mRNA	317	277	194	202	396	990	0.4
YNL097C_mRNA	355	177	233	228	461	993	0.46424974823766363
YAL007C_mRNA	200	208	114	126	240	648	0.37037037037037035
YOR219C_mRNA	944	790	544	518	1062	2796	0.3798283261802575
YER011W_mRNA	155	250	208	152	360	765	0.47058823529411764
YML120C_mRNA	477	406	331	328	659	1542	0.427367055771725
YKL042W_mRNA	415	253	234	190	424	1092	0.3882783882783883
YDL220C_mRNA	862	694	655	564	1219	2775	0.4392792792792793
YHR013C_mRNA	244	183	128	162	290	717	0.40446304044630405
YNR028W_mRNA	308	256	174	189	363	927	0.39158576051779936
YOR032W-A_mRNA	44	77	42	38	80	201	0.39800995024875624
YPL222C-A_mRNA	53	77	58	58	116	246	0.4715447154471545
YIL033C_mRNA	378	299	298	276	574	1251	0.45883293365307753
YGR210C_mRNA	364	298	243	331	574	1236	0.46440129449838186
YJL008C_mRNA	542	469	299	397	696	1707	0.4077328646748682
YBR134W_mRNA	134	118	82	68	150	402	0.373134328358209
YMR266W_mRNA	861	906	534	561	1095	2862	0.38259958071278827
YDR377W_mRNA	89	95	59	63	122	306	0.39869281045751637
YCR008W_mRNA	602	500	340	370	710	1812	0.39183222958057395
YNR053C_mRNA	484	370	260	347	607	1461	0.41546885694729635
YDR312W_mRNA	520	334	219	289	508	1362	0.37298091042584436
YDL043C_mRNA	294	210	128	169	297	801	0.3707865168539326
YKR018C_mRNA	683	616	361	518	879	2178	0.4035812672176309
YPR037C_mRNA	176	130	120	165	285	591	0.48223350253807107
YGR217W_mRNA	1892	1926	1094	1208	2302	6120	0.3761437908496732
YMR316C-A_mRNA	72	126	57	57	114	312	0.36538461538461536
YEL070W_mRNA	426	407	331	345	676	1509	0.4479787939032472
YOR364W_mRNA	114	120	71	64	135	369	0.36585365853658536
YER158W-A_mRNA	38	89	56	33	89	216	0.41203703703703703
YGL083W_mRNA	806	713	479	417	896	2415	0.3710144927536232
